key,source,target
13/1/1250#0,Item bank,Банк элементов
13/1/1252#0,Align/Distribute,Выровнять/распределить
13/1/1266#0,Show All Palettes,Показать все палитры
13/1/1404#0,Hide All Palettes,Скрыть все палитры
13/1/1274#0,Fix the width of palette dock,Зафиксировать ширину дока палитр
13/1/1276#0,Lock palette height,Зафиксировать высоту палитры
13/1/1278#0,Lock palette position,Зафиксировать положение палитры
13/1/1268#0,Hide Title Bar,Скрыть строку заголовка
13/1/1405#0,Show Menu Bar,Показать строку меню
13/1/1406#0,Hide Menu Bar,Скрыть строку меню
13/1/1407#0,Show Title Bar and Menu Bar,Показать строку заголовка и строку меню
13/1/1408#0,Show Title Bar,Показать строку заголовка
13/1/1270#0,Always Show Tab in Canvas,Всегда показывать вкладку на холсте
13/1/1272#0,Palette dock,Док палитр
13/1/1409#0,Display %s as tab,Отображать %s как вкладку
13/1/1410#0,Display %s as pop-up,Отображать %s как всплывающее окно
13/1/1411#0,Display/hide pop-up,Показать/скрыть всплывающее окно
13/1/1412#0,Display pop-up while pressing button,Отображать всплывающее окно при нажатии кнопки
13/1/1413#0,Hide pop-up,Скрыть всплывающее окно
13/1/358#0,Help,Справка
13/1/1414#0,Show menu,Показать меню
13/1/1415#0,CLIP STUDIO.NET,CLIP STUDIO.NET
13/1/1286#0,Instruction Manual,Руководство по эксплуатации
13/1/1280#0,Training and Tutorials,Обучение и руководства
13/1/1293#0,Support,Поддержка
13/1/1282#0,Getting Started,Начало работы
13/1/1416#0,Contact,Связаться с нами
13/1/1284#0,New Features/Release Notes,Новые возможности/примечания к выпуску
13/1/1291#0,FAQ,Частые вопросы
13/1/1289#0,Ask chatbot,Спросить чат-бота
13/1/1417#0,Copy and paste,Копировать и вставить
13/1/1418#0,Cut and paste,Вырезать и вставить
13/1/1419#0,Confirm and Cancel,Подтверждение и отмена
13/1/1420#0,OK,OK
13/1/1421#0,Cancel,Отмена
13/1/1422#0,Multi-threads,Многопоточность
13/1/1423#0,Cursor view,Вид курсора
13/1/1424#0,Brush Size,Размер кисти
13/1/1425#0,Opacity,Непрозрачность
13/1/1426#0,Stabilization,Стабилизация
13/1/1427#0,New canvas,Новый холст
13/1/1428#0,New page,Новая страница
13/1/1429#0,Illustration,Illustration
13/1/1430#0,Comic,Комикс
13/1/1431#0,Animation,Анимация
13/1/1432#0,Trim size:,Размер обреза:
13/1/1433#0,%s (%s,%s (%s
13/1/1434#0,%ddpi %.1f%%,%ddpi %.1f%%
13/1/1435#0,With blank space:,С пустым пространством:
13/1/1436#0,%s%d x %dpx,%s%d x %dpx
13/1/1437#0,%s%.2f x %.2fcm,%s%.2f x %.2fсм
13/1/1438#0,%s%.2f x %.2fmm,%s%.2f x %.2fмм
13/1/1439#0,%s%.2f x %.2fin,%s%.2f x %.2fin
13/1/1440#0,%s%.2f x %.2fpt,%s%.2f x %.2fpt
13/1/1441#0,Material: %s,Материал: %s
13/1/1442#0,Tool: %s,Инструмент: %s
13/1/1443#0,Layer: %s,Слой: %s
13/1/1444#0,"Only one canvas can be open at once. 
Do you want to close %s?","Одновременно может быть открыт только один холст. 
Вы хотите закрыть %s?"
13/1/1445#0,"There are %d canvases which changes have not been saved. 
Do you want to confirm these changes before quit?","Есть холсты %d, изменения которых не сохранились. 
Хотите подтвердить эти изменения перед выходом?"
13/1/1446#0,Confirm changes,Подтвердить изменения
13/1/1447#0,Cancel,Отмена
13/1/1448#0,Discard changes,Отменить изменения
13/1/1449#0,You already have the maximum number of canvases open. Do you want to close %s and continue?,У вас уже открыто максимальное количество холстов. Хотите закрыть %s и продолжить?
13/1/1450#0,"You have reached the limit of canvases that can be open at once, so some files were not loaded.
Please close some open canvases and try again.","Вы достигли лимита холстов, которые можно открыть одновременно, поэтому некоторые файлы не загрузились.
Пожалуйста, закройте несколько открытых холстов и повторите попытку."
13/1/1451#0,All supported formats |*.png;*.jpg;*.jpeg;*.tif;*.tiff;*.bmp;*.tga;*.webp;*.ipv;*.kako;*.lip;*.clip|CLIP STUDIO FORMAT|*.clip|CLIP STUDIO PAINT|*.lip|BMP|*.bmp|JPEG|*.jpg;*.jpeg|PNG|*.png|TIFF|*.tif;*.tiff|Targa|*.tga|WebP|*.webp|ibisPaint work file|*.ipv|kakooyo! work file|*.kako,Все поддерживаемые форматы |*.png;*.jpg;*.jpeg;*.tif;*.tiff;*.bmp;*.tga;*.webp;*.ipv;*.kako;*.lip;*.clip|ФОРМАТ CLIP STUDIO|*.clip|CLIP STUDIO PAINT|*.lip|BMP|*.bmp|JPEG|*.jpg;*.jpeg|PNG|*.png|TIFF|*.tif;*.tiff|Targa|*.tga|WebP|*.webp|Рабочий файл ibisPaint|*.ipv|Рабочий файл kakooyo!|*.kako
13/1/1452#0,All supported formats |*.png;*.jpg;*.jpeg;*.tif;*.tiff;*.bmp;*.tga;*.webp;*.ipv;*.kako;*.lip;*.clip;*.cmc|CLIP STUDIO FORMAT|*.clip|CLIP STUDIO PAINT|*.lip|CLIP STUDIO PAINT page management file|*.cmc|BMP|*.bmp|JPEG|*.jpg;*.jpeg|PNG|*.png|TIFF|*.tif;*.tiff|Targa|*.tga|WebP|*.webp|ibisPaint work file|*.ipv|kakooyo! work file|*.kako,Все поддерживаемые форматы |*.png;*.jpg;*.jpeg;*.tif;*.tiff;*.bmp;*.tga;*.webp;*.ipv;*.kako;*.lip;*.clip;*.cmc|ФОРМАТ CLIP STUDIO|*.clip|CLIP STUDIO PAINT|*.lip|Файл управления страницами CLIP STUDIO PAINT|*.cmc|BMP|*.bmp|JPEG|*.jpg;*.jpeg|PNG|*.png|TIFF|*.tif;*.tiff|Targa|*.tga|WebP|*.webp|Рабочий файл ibisPaint|*.ipv|Рабочий файл kakooyo!|*.kako
13/1/1453#0,All supported formats|*.png;*.jpg;*.jpeg;*.tif;*.tiff;*.bmp;*.tga;*.webp;|BMP|*.bmp|JPEG|*.jpg;*.jpeg|PNG|*.png|TIFF|*.tif;*.tiff|Targa|*.tga|WebP|*.webp,Все поддерживаемые форматы|*.png;*.jpg;*.jpeg;*.tif;*.tiff;*.bmp;*.tga;*.webp;|BMP|*.bmp|JPEG|*.jpg;*.jpeg|PNG|*.png|TIFF|*.tif;*.tiff|Targa|*.tga|WebP|*.webp
13/1/1454#0,All supported formats|*.png;*.jpg;*.jpeg;*.tif;*.tiff;*.bmp;*.tga;*.webp;*.lip;*.clip|CLIP STUDIO FORMAT|*.clip|CLIP STUDIO PAINT|*.lip|BMP|*.bmp|JPEG|*.jpg;*.jpeg|PNG|*.png|TIFF|*.tif;*.tiff|Targa|*.tga|WebP|*.webp,Все поддерживаемые форматы|*.png;*.jpg;*.jpeg;*.tif;*.tiff;*.bmp;*.tga;*.webp;*.lip;*.clip|ФОРМАТ CLIP STUDIO|*.clip|CLIP STUDIO PAINT|*.lip|BMP|*.bmp|JPEG|*.jpg;*.jpeg|PNG|*.png|TIFF|*.tif;*.tiff|Targa|*.tga|WebP|*.webp
